afj,2022,8,15,1,B,25f,E22,0,,398,820,45,
afj,2022,8,15,2,B,25f,E22,0,,398,915,45,
afj,2022,8,15,3,eB,24d,E22,0,,579,1015,45,
afj,2022,8,15,3,eB,24f,E22,0,,579,1015,45,
afj,2022,8,15,4,eB,24d,E22,0,,579,1110,45,
afj,2022,8,15,4,eB,24f,E22,0,,579,1110,45,
afj,2022,8,15,6,B^,24d,E24,0,,897,1300,45,
afj,2022,8,15,7,B^,24d,E24,0,,897,1355,45,
afj,2022,8,16,6,sB,23c,E11,0,,237,1300,45,
afj,2022,8,16,7,B,24d,E22,0,,300,1355,45,
afj,2022,8,16,10,KS,23c,E22,0,,478,1640,45,
afj,2022,8,18,1,sB,24f,E11,0,,371,820,45,
afj,2022,8,18,2,sB,24f,E11,0,,371,915,45,
afj,2022,8,18,3,B,24f,E11,0,,348,1015,45,
afj,2022,8,18,4,B,24f,E11,0,,348,1110,45,
afj,2022,8,19,1,sB^,23c,E24,0,,693,820,45,
afj,2022,8,19,2,sB^,23c,E24,0,,693,915,45,
afj,2022,8,22,1,B,25f,E22,0,,398,820,45,
afj,2022,8,22,2,B,25f,E22,0,,398,915,45,
afj,2022,8,22,3,eB,24d,E22,0,,579,1015,45,
afj,2022,8,22,3,eB,24f,E22,0,,579,1015,45,
afj,2022,8,22,4,eB,24d,E22,0,,579,1110,45,
afj,2022,8,22,4,eB,24f,E22,0,,579,1110,45,
afj,2022,8,22,6,B^,24d,E24,0,,897,1300,45,
afj,2022,8,22,7,B^,24d,E24,0,,897,1355,45,
afj,2022,8,23,6,sB,23c,E11,0,,237,1300,45,
afj,2022,8,23,7,B,24d,E22,0,,300,1355,45,
afj,2022,8,23,10,KS,23c,E22,0,,478,1640,45,
afj,2022,8,25,1,sB,24f,E11,0,,371,820,45,
afj,2022,8,25,2,sB,24f,E11,0,,371,915,45,
afj,2022,8,25,3,B,24f,E11,0,,348,1015,45,
afj,2022,8,25,4,B,24f,E11,0,,348,1110,45,
afj,2022,8,26,1,sB^,23c,E24,0,,693,820,45,
afj,2022,8,26,2,sB^,23c,E24,0,,693,915,45,
afj,2022,8,29,1,B,25f,E22,0,,398,820,45,
afj,2022,8,29,2,B,25f,E22,0,,398,915,45,
afj,2022,8,29,3,eB,24d,E22,0,,579,1015,45,
afj,2022,8,29,3,eB,24f,E22,0,,579,1015,45,
afj,2022,8,29,4,eB,24d,E22,0,,579,1110,45,
afj,2022,8,29,4,eB,24f,E22,0,,579,1110,45,
afj,2022,8,29,6,B^,24d,E24,0,,897,1300,45,
afj,2022,8,29,7,B^,24d,E24,0,,897,1355,45,
afj,2022,8,30,6,sB,23c,E11,0,,237,1300,45,
afj,2022,8,30,7,B,24d,E22,0,,300,1355,45,
afj,2022,8,30,10,KS,23c,E22,0,,478,1640,45,
afj,2022,9,1,1,sB,24f,E11,0,,371,820,45,
afj,2022,9,1,2,sB,24f,E11,0,,371,915,45,
afj,2022,9,1,3,B,24f,E11,0,,348,1015,45,
afj,2022,9,1,4,B,24f,E11,0,,348,1110,45,
afj,2022,9,2,1,sB^,23c,E24,0,,693,820,45,
afj,2022,9,2,2,sB^,23c,E24,0,,693,915,45,
afj,2022,9,5,1,B,25f,E22,0,,398,820,45,
afj,2022,9,5,2,B,25f,E22,0,,398,915,45,
afj,2022,9,6,6,sB,23c,E11,0,,237,1300,45,
afj,2022,9,6,10,KS,23c,E22,0,,478,1640,45,
afj,2022,9,9,1,sB^,23c,E24,0,,693,820,45,
afj,2022,9,9,2,sB^,23c,E24,0,,693,915,45,
afj,2022,9,12,1,B,25f,E22,0,,398,820,45,
afj,2022,9,12,2,B,25f,E22,0,,398,915,45,
afj,2022,9,12,3,eB,24d,E22,0,,579,1015,45,
afj,2022,9,12,3,eB,24f,E22,0,,579,1015,45,
afj,2022,9,12,4,eB,24d,E22,0,,579,1110,45,
afj,2022,9,12,4,eB,24f,E22,0,,579,1110,45,
afj,2022,9,12,6,B^,24d,E24,0,,897,1300,45,
afj,2022,9,12,7,B^,24d,E24,0,,897,1355,45,
afj,2022,9,13,6,sB,23c,E11,0,,237,1300,45,
afj,2022,9,13,7,B,24d,E22,0,,300,1355,45,
afj,2022,9,13,10,KS,23c,E22,0,,478,1640,45,
afj,2022,9,15,1,sB,24f,E11,0,,371,820,45,
afj,2022,9,15,2,sB,24f,E11,0,,371,915,45,
afj,2022,9,15,3,B,24f,E11,0,,348,1015,45,
afj,2022,9,15,4,B,24f,E11,0,,348,1110,45,
afj,2022,9,16,1,sB^,23c,E24,0,,693,820,45,
afj,2022,9,16,2,sB^,23c,E24,0,,693,915,45,
afj,2022,9,19,6,B^,24d,E24,0,,897,1300,45,
afj,2022,9,19,7,B^,24d,E24,0,,897,1355,45,
afj,2022,10,17,1,B,25f,E22,0,,398,820,45,
afj,2022,10,17,2,B,25f,E22,0,,398,915,45,
afj,2022,10,17,3,eB,24d,E22,0,,579,1015,45,
afj,2022,10,17,3,eB,24f,E22,0,,579,1015,45,
afj,2022,10,17,4,eB,24d,E22,0,,579,1110,45,
afj,2022,10,17,4,eB,24f,E22,0,,579,1110,45,
afj,2022,10,17,6,B^,24d,E24,0,,897,1300,45,
afj,2022,10,17,7,B^,24d,E24,0,,897,1355,45,
afj,2022,10,18,6,sB,23c,E11,0,,237,1300,45,
afj,2022,10,18,7,B,24d,E22,0,,300,1355,45,
afj,2022,10,18,10,KS,23c,E22,0,,478,1640,45,
afj,2022,10,20,1,sB,24f,E11,0,,371,820,45,
afj,2022,10,20,2,sB,24f,E11,0,,371,915,45,
afj,2022,10,20,3,B,24f,E11,0,,348,1015,45,
afj,2022,10,20,4,B,24f,E11,0,,348,1110,45,
afj,2022,10,21,1,sB^,23c,E24,0,,693,820,45,
afj,2022,10,21,2,sB^,23c,E24,0,,693,915,45,
afj,2022,10,24,1,B,25f,E22,0,,398,820,45,
afj,2022,10,24,2,B,25f,E22,0,,398,915,45,
afj,2022,10,24,3,eB,24d,E22,0,,579,1015,45,
afj,2022,10,24,3,eB,24f,E22,0,,579,1015,45,
afj,2022,10,24,4,eB,24d,E22,0,,579,1110,45,
afj,2022,10,24,4,eB,24f,E22,0,,579,1110,45,
afj,2022,10,24,6,B^,24d,E24,0,,897,1300,45,
afj,2022,10,24,7,B^,24d,E24,0,,897,1355,45,
afj,2022,10,25,6,sB,23c,E11,0,,237,1300,45,
afj,2022,10,25,7,B,24d,E22,0,,300,1355,45,
afj,2022,10,25,10,KS,23c,E22,0,,478,1640,45,
afj,2022,10,27,1,sB,24f,E11,0,,371,820,45,
afj,2022,10,27,2,sB,24f,E11,0,,371,915,45,
afj,2022,10,27,3,B,24f,E11,0,,348,1015,45,
afj,2022,10,27,4,B,24f,E11,0,,348,1110,45,
afj,2022,10,28,1,sB^,23c,E24,0,,693,820,45,
afj,2022,10,28,2,sB^,23c,E24,0,,693,915,45,
afj,2022,10,31,1,B,25f,E22,0,,398,820,45,
afj,2022,10,31,2,B,25f,E22,0,,398,915,45,
afj,2022,10,31,3,eB,24d,E22,0,,579,1015,45,
afj,2022,10,31,3,eB,24f,E22,0,,579,1015,45,
afj,2022,10,31,4,eB,24d,E22,0,,579,1110,45,
afj,2022,10,31,4,eB,24f,E22,0,,579,1110,45,
afj,2022,10,31,6,B^,24d,E24,0,,897,1300,45,
afj,2022,10,31,7,B^,24d,E24,0,,897,1355,45,
afj,2022,11,1,6,sB,23c,E11,0,,237,1300,45,
afj,2022,11,1,7,B,24d,E22,0,,300,1355,45,
afj,2022,11,1,10,KS,23c,E22,0,,478,1640,45,
afj,2022,11,3,1,sB,24f,E11,0,,371,820,45,
afj,2022,11,3,2,sB,24f,E11,0,,371,915,45,
afj,2022,11,3,3,B,24f,E11,0,,348,1015,45,
afj,2022,11,3,4,B,24f,E11,0,,348,1110,45,
afj,2022,11,4,1,sB^,23c,E24,0,,693,820,45,
afj,2022,11,4,2,sB^,23c,E24,0,,693,915,45,
afj,2022,11,7,1,B,25f,E22,0,,398,820,45,
afj,2022,11,7,2,B,25f,E22,0,,398,915,45,
afj,2022,11,7,3,eB,24d,E22,0,,579,1015,45,
afj,2022,11,7,3,eB,24f,E22,0,,579,1015,45,
afj,2022,11,7,4,eB,24d,E22,0,,579,1110,45,
afj,2022,11,7,4,eB,24f,E22,0,,579,1110,45,
afj,2022,11,7,6,B^,24d,E24,0,,897,1300,45,
afj,2022,11,7,7,B^,24d,E24,0,,897,1355,45,
afj,2022,11,8,6,sB,23c,E11,0,,237,1300,45,
afj,2022,11,8,7,B,24d,E22,0,,300,1355,45,
afj,2022,11,8,10,KS,23c,E22,0,,478,1640,45,
afj,2022,11,10,1,sB,24f,E11,0,,371,820,45,
afj,2022,11,10,2,sB,24f,E11,0,,371,915,45,
afj,2022,11,10,3,B,24f,E11,0,,348,1015,45,
afj,2022,11,10,4,B,24f,E11,0,,348,1110,45,
afj,2022,11,11,1,sB^,23c,E24,0,,693,820,45,
afj,2022,11,11,2,sB^,23c,E24,0,,693,915,45,
afj,2022,11,14,1,B,25f,E22,0,,398,820,45,
afj,2022,11,14,2,B,25f,E22,0,,398,915,45,
afj,2022,11,14,3,eB,24d,E22,0,,579,1015,45,
afj,2022,11,14,3,eB,24f,E22,0,,579,1015,45,
